Parcela;Placa;Especie;Familia;DAP_cm
P24;74;Erythroxylum citrifolium;Erythroxylaceae;10,43
P24;75;Pera arborea;Euphorbiaceae;20,57
P24;76;Miconia elata;Melastomataceae;13,69
P24;77;Miconia elata;Melastomataceae;11,07
P24;78;Dacryodes sp1;Burseraceae;14,66
P24;79;Virola sebifera;Myristicaceae;19,74
P24;80;Jacaranda copaia;Bignoniaceae;23,4
P24;81;Jacaranda copaia;Bignoniaceae;23,01
P24;82;Erythroxylum citrifolium;Erythroxylaceae;13,09
P24;83;Erythroxylum citrifolium;Erythroxylaceae;15,37
P24;84;Pera arborea;Euphorbiaceae;34,25
P24;85;Abarema barbouriana;Fabaceae;17,54
P24;86;Hyptidendron arboreum;Lamiaceae;18,3
P24;87;Vismia sp5;Hypericaceae;24,86
P24;88;Myrsine pellucidopunctata;Primulaceae;21,8
P24;89;Miconia trinervia;Melastomataceae;9,85
P24;90;Vochysia ferruginea;Vochysiaceae;19,1
P24;91;Erythroxylum citrifolium;Erythroxylaceae;12,21
P24;92;Pseudolmedia laevigata;Moraceae;22,26
P24;93;Erythroxylum citrifolium;Erythroxylaceae;9,52
P24;94;;;10,31
P24;95;Pourouma bicolor;Urticaceae;13,88
P24;96;Hyptidendron arboreum;Lamiaceae;20,36
P24;97;Alchornea megalophylla;Euphorbiaceae;10,53
P24;98;Pourouma bicolor;Urticaceae;10,82
P24;99;Pourouma bicolor;Urticaceae;14,34
P24;100;Matayba arborescens;Sapindaceae;17,89
P24;101;Abarema barbouriana;Fabaceae;14,39
P24;102;Pourouma bicolor;Urticaceae;19,6
P24;103;Pourouma bicolor;Urticaceae;17,08
P24;104;Myrsine pellucidopunctata;Primulaceae;17,48
P24;105;Cordia bicolor;Boraginaceae;13,39
P24;106;Schefflera morototoni;Araliaceae;33,37
P24;107;Oenocarpus minor;Arecaceae;11,17
P24;108;Oenocarpus minor;Arecaceae;12,23
P24;109;Miconia trinervia;Melastomataceae;22,66
P24;110;Schefflera morototoni;Araliaceae;14,61
P24;111;Pera arborea;Euphorbiaceae;39,71
P24;112;Jacaranda copaia;Bignoniaceae;26,67
P24;113;Jacaranda copaia;Bignoniaceae;23,87
P24;114;Miconia elata;Melastomataceae;13,68
P24;115;Pseudolmedia laevigata;Moraceae;17,05
P24;116;Jacaranda copaia;Bignoniaceae;24,03
P24;117;Oenocarpus minor;Arecaceae;10,19
P24;118;Oenocarpus minor;Arecaceae;12,57
P24;119;Meliosma sp1;Sabiaceae;17,44
P24;120;Erythroxylum citrifolium;Erythroxylaceae;17,72
P24;121;Oenocarpus bataua;Arecaceae;13,96
P24;122;Virola sebifera;Myristicaceae;21,92
P24;123;Miconia elata;Melastomataceae;19,07
P24;124;Jacaranda copaia;Bignoniaceae;25,17
P24;125;Alchornea megalophylla;Euphorbiaceae;10,24
P24;126;Licania sp6;Chrysobalanaceae;18,47
P24;127;Inga thibaudiana;Fabaceae;13,08
P24;128;Pourouma bicolor;Urticaceae;15,99
P24;129;Schefflera morototoni;Araliaceae;30,09
P24;130;Miconia elata;Melastomataceae;20,05
P24;131;Miconia elata;Melastomataceae;14,4
P24;132;Miconia trinervia;Melastomataceae;15,01
P24;133;Miconia elata;Melastomataceae;15,87
P24;134;Miconia elata;Melastomataceae;17,38
P24;135;Miconia elata;Melastomataceae;15,66
P24;136;Oenocarpus minor;Arecaceae;10,26
P24;137;Erythroxylum citrifolium;Erythroxylaceae;10,12
P24;138;Matayba arborescens;Sapindaceae;28,62
P24;139;Miconia elata;Melastomataceae;20,2
P24;140;Trattinnickia lawrancei;Burseraceae;17,66
P24;141;Cordia bicolor;Boraginaceae;22,24
P24;142;Myrsine pellucidopunctata;Primulaceae;15,09
P24;143;;;13,7
P24;144;Oenocarpus bataua;Arecaceae;20,53
P24;145;Pera arborea;Euphorbiaceae;23,01
P24;146;Myrsine pellucidopunctata;Primulaceae;16,33
P24;147;Miconia elata;Melastomataceae;17,03
P24;148;Miconia elata;Melastomataceae;16,02
P24;149;Miconia elata;Melastomataceae;16,96
P24;150;Oenocarpus bataua;Arecaceae;20,76
P24;151;Brosimum guianense;Moraceae;14,55
P24;152;Myrsine pellucidopunctata;Primulaceae;15,31
P24;153;Miconia trinervia;Melastomataceae;12,41
P24;154;Cordia bicolor;Boraginaceae;24,88
P24;155;Helicostylis tomentosa;Moraceae;10,93
P24;156;Myrsine pellucidopunctata;Primulaceae;32,1
P24;157;Miconia elata;Melastomataceae;13,36
P24;158;Jacaranda copaia;Bignoniaceae;25,84
P24;159;Miconia trinervia;Melastomataceae;9,75
P24;160;Miconia elata;Melastomataceae;19,36
P24;161;Miconia elata;Melastomataceae;13,34
P24;162;Helicostylis tomentosa;Moraceae;12,97
P24;163;Matayba arborescens;Sapindaceae;15,34
P24;164;Jacaranda copaia;Bignoniaceae;27,34
P25;1;Schefflera morototoni;Araliaceae;18,67
P25;2;Guatteria sp6;Annonaceae;12,69
P25;3;Oenocarpus minor;Arecaceae;10,33
P25;4;Helicostylis tomentosa;Moraceae;19,96
P25;5;Ocotea guianensis;Lauraceae;16,61
P25;6;Enterolobium contortisiliquum;Fabaceae;12,68
P25;7;Oenocarpus bataua;Arecaceae;19,14
P25;8;Matayba arborescens;Sapindaceae;11,87
P25;9;Tachia parviflora;Gentianaceae;10,22
P25;10;Cassia moschata;Fabaceae;29,52
P25;11;Stryphnodendron microstachyum;Fabaceae;29,37
P25;12;Pera arborea;Euphorbiaceae;17,44
P25;13;Stryphnodendron microstachyum;Fabaceae;15,85
P25;14;Cordia bicolor;Boraginaceae;21,41
P25;15;Erythroxylum citrifolium;Erythroxylaceae;15,69
P25;16;Pourouma bicolor;Urticaceae;29,6
P25;17;Guatteria sp6;Annonaceae;15,76
P25;18;Guatteria sp6;Annonaceae;22,62
P25;19;Cordia bicolor;Boraginaceae;31,91
P25;20;Jacaranda copaia;Bignoniaceae;22,35
P25;21;Stryphnodendron microstachyum;Fabaceae;24,42
P25;22;Pourouma bicolor;Urticaceae;27,14
P25;23;Cordia bicolor;Boraginaceae;24,82
P25;24;Pera arborea;Euphorbiaceae;17,83
P25;25;Schefflera morototoni;Araliaceae;11,81
P25;26;Miconia elata;Melastomataceae;12,13
P25;27;Miconia trinervia;Melastomataceae;11,01
P25;28;Cordia bicolor;Boraginaceae;19,8
P25;29;Pourouma bicolor;Urticaceae;29,19
P25;30;Matayba arborescens;Sapindaceae;19,42
P25;31;Oenocarpus minor;Arecaceae;9,77
P25;32;Oenocarpus bataua;Arecaceae;16,76
P25;33;Pera arborea;Euphorbiaceae;19,44
P25;34;Pseudolmedia laevigata;Moraceae;11,72
P25;35;Pourouma bicolor;Urticaceae;17,02
P25;36;Cordia bicolor;Boraginaceae;19,58
P25;37;Erythroxylum citrifolium;Erythroxylaceae;11,7
P25;38;Oenocarpus minor;Arecaceae;10,79
P25;39;Helicostylis tomentosa;Moraceae;10,92
P25;40;Pourouma bicolor;Urticaceae;23,19
P25;41;Alchornea costaricensis;Euphorbiaceae;15,38
P25;42;Jacaranda copaia;Bignoniaceae;20,75
P25;43;Cordia bicolor;Boraginaceae;12,65
P25;44;Oenocarpus minor;Arecaceae;10,55
P25;45;Cassia moschata;Fabaceae;40,64
P25;46;Amaioua corymbosa;Rubiaceae;10,44
P25;47;Helicostylis tomentosa;Moraceae;12,43
P25;48;Schefflera morototoni;Araliaceae;26,36
P25;49;;;17,28
P25;50;Miconia elata;Melastomataceae;17,79
P25;51;Guatteria sp6;Annonaceae;12,73
P25;52;Oenocarpus bataua;Arecaceae;17,07
P25;53;Miconia elata;Melastomataceae;13,91
P25;54;Miconia crassinervia;Melastomataceae;10
P25;55;Virola sebifera;Myristicaceae;32,03
P25;56;Miconia elata;Melastomataceae;13,28
P25;57;Schefflera morototoni;Araliaceae;33,25
P25;58;Matayba arborescens;Sapindaceae;17,25
P25;59;Matayba arborescens;Sapindaceae;26,5
P25;60;Matayba arborescens;Sapindaceae;24,73
P25;61;Oenocarpus bataua;Arecaceae;15,85
P25;62;Oenocarpus bataua;Arecaceae;18,46
P25;63;Oenocarpus bataua;Arecaceae;16,21
P25;64;Myrsine pellucidopunctata;Primulaceae;41,16
P25;65;Miconia elata;Melastomataceae;12,26
P25;66;Byrsonima spicata;Malpighiaceae;21,42
P25;67;Enterolobium contortisiliquum;Fabaceae;38,74
P25;68;Oenocarpus bataua;Arecaceae;17,95
P25;69;Cordia bicolor;Boraginaceae;14,71
P25;70;Trattinnickia lawrancei;Burseraceae;12,89
P25;71;Helicostylis tomentosa;Moraceae;16,71
P25;72;Pera arborea;Euphorbiaceae;11,46
P25;73;Miconia trinervia;Melastomataceae;12,41
P25;74;Matayba arborescens;Sapindaceae;25,89
P25;75;Cordia bicolor;Boraginaceae;17,97
P25;76;Miconia trinervia;Melastomataceae;10,79
P25;77;Guatteria sp6;Annonaceae;24,8
P25;78;Miconia trinervia;Melastomataceae;9,6
P25;79;Saurauia laevigata;Actinidiaceae;21,84
P25;80;Pourouma bicolor;Urticaceae;22,66
P25;81;Pera arborea;Euphorbiaceae;19,22
P25;82;Miconia trinervia;Melastomataceae;14,74
P25;83;Miconia trinervia;Melastomataceae;18,43
P25;84;Schefflera morototoni;Araliaceae;58,31
P25;85;Pseudolmedia laevigata;Moraceae;11,65
P25;86;Pourouma bicolor;Urticaceae;10,28
P25;87;Schefflera morototoni;Araliaceae;33,03
P25;88;Jacaranda copaia;Bignoniaceae;30,97
P25;89;Pseudolmedia laevigata;Moraceae;13,71
P25;90;Cordia bicolor;Boraginaceae;32,12
P25;91;Pseudolmedia laevigata;Moraceae;14,46
P25;92;Pseudolmedia laevigata;Moraceae;10,28
P25;93;Pseudolmedia laevigata;Moraceae;13,52
P25;94;Guatteria sp6;Annonaceae;14,91
P25;95;Cordia bicolor;Boraginaceae;23,59
P25;96;Oenocarpus bataua;Arecaceae;18,88
P25;97;Saurauia laevigata;Actinidiaceae;13,66
P25;98;Cordia bicolor;Boraginaceae;23,44
P25;99;Helicostylis tomentosa;Moraceae;15,12
P25;100;Erythroxylum citrifolium;Erythroxylaceae;15,69
P25;101;Pourouma bicolor;Urticaceae;24,6
P25;102;Pera arborea;Euphorbiaceae;14,09
P25;103;Erythroxylum citrifolium;Erythroxylaceae;17,6
P25;104;Matayba arborescens;Sapindaceae;24,29
P25;105;Matayba arborescens;Sapindaceae;10,98
P25;106;Pseudolmedia laevigata;Moraceae;10,35
P25;107;Jacaranda copaia;Bignoniaceae;31,47
P25;108;Saurauia laevigata;Actinidiaceae;18,08
P25;109;Miconia trinervia;Melastomataceae;10,95
P25;110;Pseudolmedia laevigata;Moraceae;11,35
P25;111;Jacaranda copaia;Bignoniaceae;17,89
P25;112;Pourouma bicolor;Urticaceae;15,72
P25;113;Miconia trinervia;Melastomataceae;10,29
P25;114;Erythroxylum citrifolium;Erythroxylaceae;10,35
P25;115;Pourouma bicolor;Urticaceae;18,73
P25;116;Pseudolmedia laevigata;Moraceae;13,95
P25;117;Matayba arborescens;Sapindaceae;27,53
P25;118;Schefflera morototoni;Araliaceae;29,38
P25;119;Jacaranda copaia;Bignoniaceae;30,24
P25;120;Pseudolmedia laevigata;Moraceae;11,84
P25;121;Helicostylis tomentosa;Moraceae;11,71
P25;122;Jacaranda copaia;Bignoniaceae;10,7
P25;123;Matayba arborescens;Sapindaceae;26,37
P25;124;Jacaranda copaia;Bignoniaceae;21,58
P25;125;Oenocarpus bataua;Arecaceae;15,63
P25;126;Miconia elata;Melastomataceae;10,44
P25;127;Cordia bicolor;Boraginaceae;13,43
P25;128;Cordia bicolor;Boraginaceae;27,34
P25;129;Lindackeria laurina;Achariaceae;12,05
P25;130;Guatteria sp6;Annonaceae;24,69
P25;131;Matayba arborescens;Sapindaceae;10,31
P25;132;Erythroxylum citrifolium;Erythroxylaceae;11,75
P25;133;Oenocarpus bataua;Arecaceae;18,03
P25;134;Saurauia laevigata;Actinidiaceae;35,51
P25;135;Saurauia laevigata;Actinidiaceae;22,63
P25;136;Miconia elata;Melastomataceae;12,99
P25;137;Jacaranda copaia;Bignoniaceae;29,57
P25;138;Byrsonima spicata;Malpighiaceae;37,97
P25;139;Oenocarpus minor;Arecaceae;10,18
P25;140;Saurauia laevigata;Actinidiaceae;26,05
P25;141;Myrsine pellucidopunctata;Primulaceae;26,29
P25;142;Oenocarpus bataua;Arecaceae;19,37
P25;143;Oenocarpus bataua;Arecaceae;16,89
P25;144;Virola sebifera;Myristicaceae;17,33
P25;145;Tetragastris panamensis;Burseraceae;11,48
P25;146;Erythroxylum citrifolium;Erythroxylaceae;16,85
P25;147;Oenocarpus bataua;Arecaceae;17,18
P25;148;Jacaranda copaia;Bignoniaceae;24,77
P25;149;Oenocarpus bataua;Arecaceae;16,87
P25;150;Pourouma bicolor;Urticaceae;19,28
P25;151;Myrsine pellucidopunctata;Primulaceae;13,07
P25;152;Erythroxylum citrifolium;Erythroxylaceae;12,11
P25;153;Byrsonima spicata;Malpighiaceae;31,39
P25;154;Ocotea guianensis;Lauraceae;19,81
P25;155;Erythroxylum citrifolium;Erythroxylaceae;10,06
P25;156;Miconia sp3;Melastomataceae;20,4
P25;157;Cordia bicolor;Boraginaceae;21,39
P25;158;Jacaranda copaia;Bignoniaceae;25,07
P25;159;Miconia elata;Melastomataceae;10,8
P25;160;Pseudolmedia laevigata;Moraceae;10,79
P25;161;Jacaranda copaia;Bignoniaceae;32
P25;162;Erythroxylum citrifolium;Erythroxylaceae;10,41
P25;163;Myrsine pellucidopunctata;Primulaceae;24,57
P25;164;Erythroxylum citrifolium;Erythroxylaceae;11,76
P25;165;Erythroxylum citrifolium;Erythroxylaceae;10
P25;166;Miconia elata;Melastomataceae;19,84
P25;167;Pseudolmedia laevigata;Moraceae;23,05
P25;168;Erythroxylum citrifolium;Erythroxylaceae;12,96
P25;169;Matayba arborescens;Sapindaceae;28,58
P25;170;Cordia bicolor;Boraginaceae;24,68
P25;171;Jacaranda copaia;Bignoniaceae;27,52
P25;172;Tapirira guianensis;Anacardiaceae;14,99
P25;173;Erythroxylum citrifolium;Erythroxylaceae;13,15
P25;174;Pera arborea;Euphorbiaceae;14,16
P25;175;Jacaranda copaia;Bignoniaceae;27,66
P25;176;Pera arborea;Euphorbiaceae;26,4
P25;177;Erythroxylum citrifolium;Erythroxylaceae;14,67
P25;178;Oenocarpus bataua;Arecaceae;17,34
P26;1;Brosimum sp2;Moraceae;21,75
P26;2;Posoqueria latifolia;Rubiaceae;11,89
P26;3;Cecropia membranacea;Urticaceae;16,78
P26;4;Castilla tunu;Moraceae;17,89
P26;5;Myriocarpa stipitata;Urticaceae;10,66
P26;6;Couroupita guianensis;Lecythidaceae;103,71
P26;7;;;12,19
P26;8;Perebea sp1;Moraceae;46,76
P26;9;Annona spraguei;Annonaceae;27,54
P26;10;Castilla tunu;Moraceae;19,1
P26;11;Pentaclethra macroloba;Fabaceae;61,58
P26;12;Protium sp1;Burseraceae;15,09
P26;13;Protium sp1;Burseraceae;31,97
P26;14;Alchornea glandulosa;Euphorbiaceae;12,32
P26;15;Astrocaryum standleyanum;Arecaceae;15,65
P26;16;Guarea macrophylla;Meliaceae;13,76
P26;17;Chrysophyllum argenteum;Sapotaceae;35,33
P26;18;Persea sp6;Lauraceae;16,23
P26;19;Swartzia panamensis;Fabaceae;27,4
P26;20;Mayna sp2;Achariaceae;35,62
P26;21;Hampea punctulata;Malvaceae;18,61
P26;22;Guarea macrophylla;Meliaceae;16,87
P26;23;Hampea punctulata;Malvaceae;18,48
P26;24;Neea amplifolia;Nyctaginaceae;11,11
P26;25;Neea amplifolia;Nyctaginaceae;10,16
P26;26;Cecropia obtusifolia;Urticaceae;35,16
P26;27;Inga sapindoides;Fabaceae;12,56
P26;28;Hampea punctulata;Malvaceae;25,01
P26;29;Hampea punctulata;Malvaceae;14,99
P26;30;Coccoloba sp6;Polygonaceae;13,82
P26;31;Virola sp2;Myristicaceae;22,66
P26;32;Virola sp2;Myristicaceae;12,41
P26;33;Castilla tunu;Moraceae;28,91
P26;34;Castilla tunu;Moraceae;24,48
P26;35;Celtis schippii;Cannabaceae;11,13
P26;36;Pentaclethra macroloba;Fabaceae;29,68
P26;37;Sorocea pubivena;Moraceae;11,08
P26;38;Cecropia membranacea;Urticaceae;15,46
P26;39;Astrocaryum standleyanum;Arecaceae;16,83
P26;40;Zanthoxylum riedelianum;Rutaceae;42,34
P26;41;Lunania parviflora;Salicaceae;20,45
P26;42;Hernandia didymantha;Hernandiaceae;30,69
P26;43;Eugenia biflora;Myrtaceae;10,82
P26;44;Andira taurotesticulata;Fabaceae;79,26
P26;45;Casearia corymbosa;Salicaceae;31,52
P26;46;Guarea guidonia;Meliaceae;12,32
P26;47;Lunania parviflora;Salicaceae;10,7
P26;48;Perebea sp1;Moraceae;25,99
P26;49;Lunania parviflora;Salicaceae;16,72
P26;50;Perebea sp1;Moraceae;41,05
P26;51;Eugenia biflora;Myrtaceae;10,39
P26;52;Psychotria trichotoma;Rubiaceae;15,87
P26;53;Pentaclethra macroloba;Fabaceae;49,65
P26;54;Casearia corymbosa;Salicaceae;23,08
P26;55;Lunania parviflora;Salicaceae;15,26
P26;56;Spondias mombin;Anacardiaceae;27,74
P26;57;Ceiba pentandra;Malvaceae;65,76
P26;58;Protium sp1;Burseraceae;19,59
P26;59;Lunania parviflora;Salicaceae;14,9
P26;60;Protium sp1;Burseraceae;14,76
P26;61;Piper reticulatum;Piperaceae;12,91
P26;62;Myriocarpa stipitata;Urticaceae;10,63
P26;63;Castilla tunu;Moraceae;55,19
P26;64;Trichilia poeppigii;Meliaceae;13,56
P26;65;;;13,65
P26;66;Protium sp1;Burseraceae;15,53
P26;67;Klarobelia anomala;Annonaceae;11,32
P26;68;Heisteria acuminata;Olacaceae;11,95
P26;69;Attalea butyracea;Arecaceae;42,34
P26;70;Triplaris americana;Polygonaceae;15,54
P26;71;Pouteria subrotata;Sapotaceae;13,55
P26;72;Oxandra panamensis;Annonaceae;10,75
P26;73;Castilla tunu;Moraceae;40,55
P26;74;Clarisia racemosa;Moraceae;20,23
P26;75;Coccoloba sp6;Polygonaceae;12,83
P26;76;Coccoloba sp6;Polygonaceae;15,26
P26;77;Piper reticulatum;Piperaceae;11,36
P26;78;Triplaris americana;Polygonaceae;12,67
P27;1;Coussarea grandifolia;Rubiaceae;12,13
P27;2;Virola flexuosa;Myristicaceae;11,17
P27;3;Diospyros vestita;Ebenaceae;26,39
P27;4;Tetragastris panamensis;Burseraceae;9,93
P27;5;Garcinia intermedia;Clusiaceae;11,01
P27;6;Mouriri nigra;Melastomataceae;19,12
P27;7;Pourouma bicolor;Urticaceae;15,31
P27;8;Pourouma bicolor;Urticaceae;11,35
P27;9;Miconia elata;Melastomataceae;37,27
P27;10;;;23,08
P27;11;Ouratea sp1;Ochnaceae;22,03
P27;12;Crepidospermum rhoifolium;Burseraceae;13,72
P27;13;Hieronyma sp3;Phyllanthaceae;16,27
P27;14;Hieronyma sp3;Phyllanthaceae;22,82
P27;15;Coussarea grandifolia;Rubiaceae;17,73
P27;16;Caryocar glabrum;Caryocaraceae;30,95
P27;17;Hieronyma sp3;Phyllanthaceae;13,21
P27;18;Abarema jupunba;Fabaceae;9,77
P27;19;Inga sp2;Fabaceae;26,55
P27;20;Coussarea grandifolia;Rubiaceae;17,26
P27;21;Virola flexuosa;Myristicaceae;28,23
P27;22;Jacaranda copaia;Bignoniaceae;45,54
P27;23;Wettinia hirsuta;Arecaceae;13,26
P27;24;Hieronyma sp3;Phyllanthaceae;14,03
P27;25;Virola flexuosa;Myristicaceae;20,25
P27;26;Psychotria monsalveae;Rubiaceae;17,7
P27;27;Eschweilera albiflora;Lecythidaceae;21,32
P27;28;Maquira guianensis;Moraceae;31,67
P27;29;Vismia baccifera;Hypericaceae;21,03
P27;30;Crepidospermum rhoifolium;Burseraceae;13,83
P27;31;Hieronyma oblonga;Phyllanthaceae;19,45
P27;32;Coussarea grandifolia;Rubiaceae;11,17
P27;33;Tetragastris panamensis;Burseraceae;18,39
P27;34;Eschweilera coriacea;Lecythidaceae;29,18
P27;35;Alchornea megalophylla;Euphorbiaceae;14,3
P27;36;Miconia elata;Melastomataceae;16,08
P27;37;Wettinia hirsuta;Arecaceae;12,63
P27;38;Theobroma glaucum;Malvaceae;17,09
P27;39;Tetragastris panamensis;Burseraceae;35,86
P27;40;Myrcia splendens;Myrtaceae;20,75
P27;41;Wettinia hirsuta;Arecaceae;12,76
P27;42;Xylopia frutescens;Annonaceae;25,67
P27;43;Vismia baccifera;Hypericaceae;16,87
P27;44;Psychotria monsalveae;Rubiaceae;17,95
P27;45;Maquira guianensis;Moraceae;41,85
P27;46;Dendrobangia boliviana;Cardiopteridaceae;10
P27;47;Vismia baccifera;Hypericaceae;19,71
P27;48;Miconia elata;Melastomataceae;13,55
P27;49;Wettinia hirsuta;Arecaceae;10,48
P27;50;Coussarea grandifolia;Rubiaceae;10,91
P27;51;Hieronyma sp3;Phyllanthaceae;20,95
P27;52;Myrcia splendens;Myrtaceae;21,28
P27;53;Coussarea grandifolia;Rubiaceae;12,33
P27;54;Dialium guianense;Fabaceae;18,28
P27;55;Quiina pteridophylla;Ochnaceae;15,9
P27;56;Xylopia frutescens;Annonaceae;33,49
P27;57;Wettinia hirsuta;Arecaceae;12,18
P27;58;Caryocar glabrum;Caryocaraceae;9,59
P27;59;Warszewiczia uxpanapensis;Rubiaceae;16,33
P27;60;Miconia elata;Melastomataceae;10,28
P27;61;Casearia arborea;Salicaceae;12,44
P27;62;Warszewiczia uxpanapensis;Rubiaceae;10,13
P27;63;Aniba perutilis;Lauraceae;17,53
P27;64;Maquira guianensis;Moraceae;13,69
P27;65;Ocotea macrophylla;Lauraceae;13,47
P27;66;Miconia elata;Melastomataceae;24,55
P27;67;Euterpe precatoria;Arecaceae;11,22
P27;68;Jacaranda copaia;Bignoniaceae;44,31
P27;69;Warszewiczia uxpanapensis;Rubiaceae;14,95
P27;70;Aniba perutilis;Lauraceae;10,35
P27;71;Maquira guianensis;Moraceae;27,88
P27;72;Guatteria recurvisepala;Annonaceae;11,67
P27;73;Guatteria recurvisepala;Annonaceae;12,16
P27;74;Maquira guianensis;Moraceae;12,09
P27;75;Jacaranda copaia;Bignoniaceae;22,09
P27;76;Ocotea sp4;Lauraceae;19,46
P27;77;Tetragastris panamensis;Burseraceae;26,96
P27;78;Virola flexuosa;Myristicaceae;11,27
P27;79;Warszewiczia uxpanapensis;Rubiaceae;12,96
P27;80;Maquira guianensis;Moraceae;11
P27;81;Coussarea grandifolia;Rubiaceae;14,31
P27;82;Miconia elata;Melastomataceae;17,6
P27;83;Miconia elata;Melastomataceae;18,78
P27;84;Maquira guianensis;Moraceae;19,29
P27;85;Alchornea glandulosa;Euphorbiaceae;32,5
P27;86;Ocotea sp4;Lauraceae;27,97
P27;87;Ocotea sp4;Lauraceae;28,98
P27;88;Guatteria recurvisepala;Annonaceae;11,21
P27;89;Alchornea sp1;Euphorbiaceae;22,15
P27;90;Inga pezizifera;Fabaceae;29,07
P27;91;Miconia elata;Melastomataceae;13,15
P27;92;Pourouma bicolor;Urticaceae;14,26
P27;93;Warszewiczia uxpanapensis;Rubiaceae;9,97
P27;94;Guatteria recurvisepala;Annonaceae;13,06
P27;95;Schefflera morototoni;Araliaceae;15,37
P27;96;Nectandra sp3;Lauraceae;17,53
P27;97;Licania sp2;Chrysobalanaceae;14,99
P27;98;Vismia macrophylla;Hypericaceae;16,58
P27;99;Vismia macrophylla;Hypericaceae;20,01
P27;100;Vismia macrophylla;Hypericaceae;14
P27;101;Vismia macrophylla;Hypericaceae;14,62
P27;102;;;10,76
P27;103;Pera colombiana;Euphorbiaceae;21,1
P27;104;;;19,93
P27;105;Maquira guianensis;Moraceae;16,23
P27;106;Brosimum utile;Moraceae;21,55
P27;107;Psychotria micrantha;Rubiaceae;20,46
P27;108;Myrcia splendens;Myrtaceae;12,32
P27;109;Miconia elata;Melastomataceae;17,73
P27;110;Aniba perutilis;Lauraceae;19,74
P27;111;Warszewiczia uxpanapensis;Rubiaceae;15,22
P27;112;Pera colombiana;Euphorbiaceae;21,48
P27;113;;;19,48
P27;114;Pera arborea;Euphorbiaceae;28,68
P27;115;Pourouma bicolor;Urticaceae;15,05
P27;116;Miconia elata;Melastomataceae;14,77
P27;117;Coussapoa sp;Urticaceae;43,95
P27;118;Pourouma bicolor;Urticaceae;15,42
P27;119;Miconia sp3;Melastomataceae;30,75
P27;120;Pourouma bicolor;Urticaceae;10,47
P27;121;Hieronyma sp3;Phyllanthaceae;21,63
P27;122;Byrsonima arthropoda;Malpighiaceae;15,82
P27;123;Psychotria monsalveae;Rubiaceae;15,54
P27;124;Miconia trinervia;Melastomataceae;19,05
P27;125;Ocotea sp5;Lauraceae;11,12
P27;126;Caryocar glabrum;Caryocaraceae;33,09
P27;127;Virola flexuosa;Myristicaceae;21,9
P27;128;Eschweilera coriacea;Lecythidaceae;34,89
P27;129;Aniba perutilis;Lauraceae;17,21
P27;130;Ficus mathewsii;Moraceae;36,27
P27;131;Hieronyma sp3;Phyllanthaceae;25,24
P27;132;Hieronyma sp3;Phyllanthaceae;16,17
P27;133;Warszewiczia uxpanapensis;Rubiaceae;12,41
P27;134;Eschweilera coriacea;Lecythidaceae;12,18
P27;135;Ocotea sp4;Lauraceae;23,41
P27;136;Hieronyma sp3;Phyllanthaceae;15,52
P27;137;Inga sp2;Fabaceae;20,22
P27;138;Eschweilera coriacea;Lecythidaceae;16,14
P27;140;Vismia baccifera;Hypericaceae;14,25
P27;141;Eschweilera coriacea;Lecythidaceae;18,02
P27;142;Miconia elata;Melastomataceae;11,78
P27;143;Pseudolmedia laevigata;Moraceae;16,54
P27;144;Eschweilera coriacea;Lecythidaceae;11,55
P27;145;Hieronyma sp3;Phyllanthaceae;11,62
P27;146;Hieronyma sp3;Phyllanthaceae;10,57
P27;147;Virola flexuosa;Myristicaceae;29,99
P27;148;Miconia elata;Melastomataceae;18,21
P27;149;Miconia elata;Melastomataceae;15,34
P27;150;Hieronyma oblonga;Phyllanthaceae;16,31
P27;151;Hieronyma sp3;Phyllanthaceae;12,9
P27;152;Hieronyma sp3;Phyllanthaceae;34,26
P27;153;Nectandra sp3;Lauraceae;17,25
P27;154;Inga sp2;Fabaceae;11,36
P27;155;Inga sp2;Fabaceae;18,66
P27;156;Aniba perutilis;Lauraceae;28,12
P27;157;Myrcia splendens;Myrtaceae;14,94
P27;158;Lacmellea edulis;Apocynaceae;28,23
P27;159;Myrcia splendens;Myrtaceae;19,35
P27;160;Xylopia frutescens;Annonaceae;12,92
P27;161;Myrcia splendens;Myrtaceae;11,24
P27;162;Psychotria monsalveae;Rubiaceae;13,56
P27;163;Pseudoxandra sclerocarpa;Annonaceae;22,52
P27;164;Roupala montana;Proteaceae;10,98
P27;165;Myrcia splendens;Myrtaceae;23,49
P27;166;Warszewiczia uxpanapensis;Rubiaceae;11,24
P27;167;Pourouma bicolor;Urticaceae;12,48
P27;168;Virola flexuosa;Myristicaceae;15,85
P27;169;Aniba perutilis;Lauraceae;16,74
P27;170;Quiina pteridophylla;Ochnaceae;17,54
P27;171;Caryocar glabrum;Caryocaraceae;27,45
P27;172;Pseudoxandra sclerocarpa;Annonaceae;24,13
P27;173;Hieronyma sp3;Phyllanthaceae;13,05
P27;174;Myrcia splendens;Myrtaceae;20,79
P27;175;Aniba perutilis;Lauraceae;21,13
P27;176;Eschweilera coriacea;Lecythidaceae;78,65
P27;177;Wettinia hirsuta;Arecaceae;11,33
P28;1;Miconia aponeura;Melastomataceae;12,76
P28;2;Eugenia sp2;Myrtaceae;11,35
P28;3;Clethra fagifolia;Clethraceae;11,26
P28;4;Guatteria lehmannii;Annonaceae;15,47
