Parcela;Placa;Especie;Familia;DAP_cm
P10;24;Schizocalyx bracteosa;Rubiaceae;19,48
P10;25;Schizocalyx bracteosa;Rubiaceae;16,17
P10;26;Schizocalyx bracteosa;Rubiaceae;14,33
P10;27;Schizocalyx bracteosa;Rubiaceae;12,92
P10;28;Apeiba glabra;Malvaceae;23,77
P10;29;Miconia elata;Melastomataceae;20,05
P10;30;Pseudoxandra sclerocarpa;Annonaceae;16,17
P10;31;Schizocalyx bracteosa;Rubiaceae;12,25
P10;32;Jacaranda copaia;Bignoniaceae;44,56
P10;33;Crepidospermum rhoifolium;Burseraceae;12,19
P10;34;Psychotria monsalveae;Rubiaceae;14,93
P10;35;Cordia bicolor;Boraginaceae;30,79
P10;36;Coussarea grandifolia;Rubiaceae;21,77
P10;37;Miconia elata;Melastomataceae;17,07
P10;38;Coussarea grandifolia;Rubiaceae;12,67
P10;39;Maquira guianensis;Moraceae;29,14
P10;40;Guarea cartaguenya;Meliaceae;10,76
P10;41;Macrolobium gracile;Fabaceae;34,65
P10;42;Aniba perutilis;Lauraceae;14,99
P10;43;Guarea macrophylla;Meliaceae;19,59
P10;44;Myrcia splendens;Myrtaceae;9,62
P10;45;Hieronyma sp3;Phyllanthaceae;17,14
P10;46;Schizocalyx bracteosa;Rubiaceae;14,91
P10;47;Aniba perutilis;Lauraceae;29,27
P10;48;Hieronyma sp3;Phyllanthaceae;22,36
P10;49;Jacaranda copaia;Bignoniaceae;40,17
P10;50;Myrcia splendens;Myrtaceae;15,44
P10;51;Tapirira guianensis;Anacardiaceae;17,32
P10;52;Hieronyma sp3;Phyllanthaceae;22,98
P10;53;Coussarea grandifolia;Rubiaceae;10,5
P10;54;Maquira guianensis;Moraceae;21,33
P10;55;Virola flexuosa;Myristicaceae;32,91
P10;56;Helicostylis tomentosa;Moraceae;21,1
P10;57;Guarea cartaguenya;Meliaceae;29,34
P10;58;Tetragastris panamensis;Burseraceae;11,03
P10;59;Aniba perutilis;Lauraceae;13,53
P10;60;Coussarea grandifolia;Rubiaceae;17,66
P10;61;Pouteria sp3;Sapotaceae;24,06
P10;62;Tetragastris panamensis;Burseraceae;24,86
P10;63;Virola flexuosa;Myristicaceae;19,54
P10;64;Licania sp2;Chrysobalanaceae;17,83
P10;65;Pouteria lucuma;Sapotaceae;30,88
P10;66;Coussarea grandifolia;Rubiaceae;19,39
P10;68;Psychotria monsalveae;Rubiaceae;27,2
P10;69;Maquira guianensis;Moraceae;10,57
P10;70;Maquira guianensis;Moraceae;14,01
P10;71;Virola flexuosa;Myristicaceae;12,46
P10;72;Maquira guianensis;Moraceae;32,69
P10;73;Tetragastris panamensis;Burseraceae;23,48
P10;74;Miconia elata;Melastomataceae;16,55
P10;75;;;14,74
P10;76;Tetragastris panamensis;Burseraceae;42,05
P10;77;Macrolobium gracile;Fabaceae;55,64
P10;78;Conceveiba parvifolia;Euphorbiaceae;46,99
P10;79;Pseudoxandra sclerocarpa;Annonaceae;11,04
P10;80;Tovomita weddelliana;Clusiaceae;18,58
P10;81;Myrsine coriacea;Primulaceae;37,52
P10;82;Schefflera morototoni;Araliaceae;14,64
P10;83;Tetragastris panamensis;Burseraceae;21,33
P10;84;Coccoloba acuminata;Polygonaceae;26,59
P10;85;Vismia macrophylla;Hypericaceae;10
P10;86;Tetragastris panamensis;Burseraceae;10,26
P10;87;Coussarea grandifolia;Rubiaceae;16,62
P10;88;Maquira guianensis;Moraceae;21,84
P10;89;Myrsine coriacea;Primulaceae;23,99
P10;90;Vismia baccifera;Hypericaceae;11,48
P10;91;Guarea kunthiana;Meliaceae;17,54
P10;92;Psychotria monsalveae;Rubiaceae;11,47
P10;93;Maquira guianensis;Moraceae;12,52
P10;94;Coussarea grandifolia;Rubiaceae;19,86
P10;95;Psychotria monsalveae;Rubiaceae;10,84
P10;96;Myrcia splendens;Myrtaceae;11,43
P10;97;Maquira guianensis;Moraceae;42,88
P10;98;Caryocar glabrum;Caryocaraceae;9,99
P10;99;Coussarea grandifolia;Rubiaceae;10,68
P10;100;Myrsine coriacea;Primulaceae;29,69
P10;101;Pera arborea;Euphorbiaceae;15,82
P10;102;Coussarea grandifolia;Rubiaceae;17,48
P10;103;Ladenbergia oblongifolia;Rubiaceae;19,26
P10;104;Coussarea grandifolia;Rubiaceae;11,3
P10;105;Myrcia splendens;Myrtaceae;14,38
P10;106;Jacaranda copaia;Bignoniaceae;40,17
P10;107;Pourouma bicolor;Urticaceae;12,03
P10;108;Byrsonima arthropoda;Malpighiaceae;26,8
P10;109;Guarea kunthiana;Meliaceae;12
P10;110;Tetragastris panamensis;Burseraceae;35,7
P10;111;Wettinia hirsuta;Arecaceae;10,83
P10;112;Inga sp2;Fabaceae;11,77
P10;113;Pourouma bicolor;Urticaceae;10,08
P10;114;Psychotria monsalveae;Rubiaceae;10,19
P10;115;;;12,38
P10;116;Macrolobium gracile;Fabaceae;20,25
P10;117;Eschweilera coriacea;Lecythidaceae;46,74
P10;118;Maquira guianensis;Moraceae;18,26
P10;119;Conceveiba parvifolia;Euphorbiaceae;21,93
P10;120;Tetragastris panamensis;Burseraceae;39,71
P10;121;Apeiba glabra;Malvaceae;31,04
P10;122;Tetragastris panamensis;Burseraceae;10
P10;123;Coussarea grandifolia;Rubiaceae;19,32
P10;124;Ocotea macrophylla;Lauraceae;14,03
P10;125;Ocotea macrophylla;Lauraceae;16,86
P10;126;Inga sp2;Fabaceae;26,31
P10;127;Pera colombiana;Euphorbiaceae;20,12
P10;128;Inga sp2;Fabaceae;13,82
P10;129;Coussarea grandifolia;Rubiaceae;9,5
P10;130;Maquira guianensis;Moraceae;14,64
P10;131;Nectandra sp3;Lauraceae;25,22
P10;132;Cecropia obtusifolia;Urticaceae;11,67
P10;133;Miconia elata;Melastomataceae;12,86
P10;134;Tetragastris panamensis;Burseraceae;32,83
P10;135;Cecropia obtusifolia;Urticaceae;13,02
P10;136;Maquira guianensis;Moraceae;16,27
P10;137;Roupala montana;Proteaceae;12,11
P10;138;Tetragastris panamensis;Burseraceae;12,13
P10;139;Hieronyma sp3;Phyllanthaceae;17,28
P10;140;Cordia bicolor;Boraginaceae;23,77
P10;141;Pera colombiana;Euphorbiaceae;17,19
P10;142;Picrolemma huberi;Simaroubaceae;14,39
P10;143;Erythroxylum citrifolium;Erythroxylaceae;10,57
P10;144;Ficus donnell-smithii;Moraceae;22,79
P10;145;Eschweilera coriacea;Lecythidaceae;28,64
P10;146;Miconia elata;Melastomataceae;18,47
P10;148;Cordia bicolor;Boraginaceae;24,99
P10;149;Warszewiczia uxpanapensis;Rubiaceae;11,71
P10;150;Virola flexuosa;Myristicaceae;24,74
P10;151;Licania parviflora;Chrysobalanaceae;39,95
P10;152;Jacaranda copaia;Bignoniaceae;56,75
P10;153;Schizocalyx bracteosa;Rubiaceae;13,11
P10;154;Licania sp2;Chrysobalanaceae;13,4
P10;155;Maquira guianensis;Moraceae;10,98
P11;1;Coussarea grandifolia;Rubiaceae;14,16
P11;2;Virola flexuosa;Myristicaceae;13,03
P11;3;Buchenavia tetraphylla;Combretaceae;29,89
P11;4;Vismia baccifera;Hypericaceae;24,64
P11;5;Licania parviflora;Chrysobalanaceae;11,46
P11;6;Tapirira guianensis;Anacardiaceae;30,18
P11;7;Aniba perutilis;Lauraceae;13,92
P11;8;Miconia elata;Melastomataceae;15,6
P11;9;Marila podantha;Calophyllaceae;9,03
P11;10;Coussapoa sp;Urticaceae;28,23
P11;11;Coussapoa sp;Urticaceae;68,5
P11;12;Ocotea macrophylla;Lauraceae;9,98
P11;13;Crepidospermum rhoifolium;Burseraceae;11,88
P11;14;Xylopia frutescens;Annonaceae;22,51
P11;15;;;29,01
P11;16;Virola flexuosa;Myristicaceae;20,82
P11;17;Aniba perutilis;Lauraceae;14,86
P11;18;Vismia baccifera;Hypericaceae;11,63
P11;20;Buchenavia tetraphylla;Combretaceae;33,1
P11;21;Pera arborea;Euphorbiaceae;13,48
P11;22;Cupania sp1;Sapindaceae;27,1
P11;23;Wettinia hirsuta;Arecaceae;11,49
P11;24;Byrsonima arthropoda;Malpighiaceae;30,11
P11;25;Psychotria monsalveae;Rubiaceae;10,55
P11;26;Hieronyma sp3;Phyllanthaceae;15,12
P11;27;Aniba perutilis;Lauraceae;12,87
P11;28;Dalbergia sp1;Fabaceae;13,61
P11;29;Myrcia splendens;Myrtaceae;16,82
P11;30;Abarema jupunba;Fabaceae;34,44
P11;31;Abarema jupunba;Fabaceae;18,81
P11;32;Miconia elata;Melastomataceae;25,71
P11;33;Guatteria recurvisepala;Annonaceae;17,78
P11;34;Byrsonima arthropoda;Malpighiaceae;12,78
P11;35;Jacaranda copaia;Bignoniaceae;48,06
P11;36;Xylopia frutescens;Annonaceae;13,85
P11;37;Maquira guianensis;Moraceae;14,58
P11;38;Guatteria recurvisepala;Annonaceae;10,71
P11;39;Aniba perutilis;Lauraceae;11
P11;40;Pseudoxandra sclerocarpa;Annonaceae;20,47
P11;41;Miconia elata;Melastomataceae;14,1
P11;42;Miconia elata;Melastomataceae;20,53
P11;43;Hieronyma sp3;Phyllanthaceae;13,66
P11;44;Eschweilera coriacea;Lecythidaceae;33,06
P11;45;Hieronyma sp3;Phyllanthaceae;13,82
P11;46;Myrcia splendens;Myrtaceae;11,82
P11;47;Caryocar glabrum;Caryocaraceae;16,92
P11;48;Guatteria recurvisepala;Annonaceae;10,95
P11;49;Guatteria recurvisepala;Annonaceae;10,44
P11;50;Pera arborea;Euphorbiaceae;13,79
P11;51;Myrsine pellucidopunctata;Primulaceae;10,79
P11;52;Virola flexuosa;Myristicaceae;17,83
P11;53;Aniba perutilis;Lauraceae;35,65
P11;54;Warszewiczia uxpanapensis;Rubiaceae;10,76
P11;55;Hieronyma sp3;Phyllanthaceae;24,07
P11;56;Pourouma bicolor;Urticaceae;17,03
P11;57;Psychotria monsalveae;Rubiaceae;11,27
P11;58;Ocotea guianensis;Lauraceae;12,41
P11;59;Myrcia splendens;Myrtaceae;19,35
P11;60;Virola flexuosa;Myristicaceae;23,2
P11;61;Hieronyma sp3;Phyllanthaceae;17,36
P11;62;Warszewiczia uxpanapensis;Rubiaceae;22,19
P11;63;Warszewiczia uxpanapensis;Rubiaceae;11,95
P11;64;Aniba perutilis;Lauraceae;16,38
P11;65;Warszewiczia uxpanapensis;Rubiaceae;17,67
P11;66;Aniba perutilis;Lauraceae;21,18
P11;67;Miconia elata;Melastomataceae;13,4
P11;68;Hieronyma sp3;Phyllanthaceae;17,06
P11;69;Miconia sp3;Melastomataceae;33,64
P11;70;Caryocar glabrum;Caryocaraceae;10,18
P11;71;Nectandra sp3;Lauraceae;20,38
P11;72;Hieronyma sp3;Phyllanthaceae;19,72
P11;73;Tovomita weddelliana;Clusiaceae;14,68
P11;74;Caryocar glabrum;Caryocaraceae;11,69
P11;75;Hieronyma sp3;Phyllanthaceae;23,21
P11;76;Quiina pteridophylla;Ochnaceae;14,79
P11;77;Aniba perutilis;Lauraceae;16,17
P11;78;Byrsonima arthropoda;Malpighiaceae;25,37
P11;79;Marila podantha;Calophyllaceae;10,98
P11;80;Alchornea megalophylla;Euphorbiaceae;10,98
P11;81;Eschweilera coriacea;Lecythidaceae;16,93
P11;82;Coussarea grandifolia;Rubiaceae;11,3
P11;83;Quiina pteridophylla;Ochnaceae;19,45
P11;84;Psychotria monsalveae;Rubiaceae;16,67
P11;85;Xylopia frutescens;Annonaceae;12,55
P11;86;Tovomita weddelliana;Clusiaceae;17,32
P11;87;Abarema jupunba;Fabaceae;21,96
P11;88;Hieronyma sp3;Phyllanthaceae;10,51
P11;89;Tetragastris panamensis;Burseraceae;21,9
P11;90;Warszewiczia uxpanapensis;Rubiaceae;11,04
P11;91;Ocotea sp4;Lauraceae;14,04
P11;92;Coussarea grandifolia;Rubiaceae;14,74
P11;93;Tapirira guianensis;Anacardiaceae;16,3
P11;94;Tapirira guianensis;Anacardiaceae;27,32
P11;95;Tapirira guianensis;Anacardiaceae;25,93
P11;96;Clethra lanata;Clethraceae;10,65
P11;97;Warszewiczia uxpanapensis;Rubiaceae;12,19
P11;98;Coccoloba mollis;Polygonaceae;17,57
P11;99;Odontadenia verrucosa;Apocynaceae;19,08
P11;100;Otoba novogranatensis;Myristicaceae;17,97
P11;101;Chrysophyllum sp1;Sapotaceae;10,98
P11;102;Vismia macrophylla;Hypericaceae;18,56
P11;103;Maquira guianensis;Moraceae;12,75
P11;104;Aniba puchury-minor;Lauraceae;14,02
P11;105;Guarea macrophylla;Meliaceae;20,38
P11;106;Virola flexuosa;Myristicaceae;14,32
P11;107;Virola flexuosa;Myristicaceae;13,34
P11;108;Warszewiczia uxpanapensis;Rubiaceae;14,45
P11;109;Rollinia pittieri;Annonaceae;38,39
P11;110;Jacaranda copaia;Bignoniaceae;20,17
P11;111;Tetragastris panamensis;Burseraceae;13,15
P11;112;Ocotea sp4;Lauraceae;10,7
P11;113;Macrolobium gracile;Fabaceae;74,02
P11;114;Pouteria sp3;Sapotaceae;41,87
P11;115;Maquira guianensis;Moraceae;13,53
P11;116;Coussarea grandifolia;Rubiaceae;10,47
P11;117;Cupania sp1;Sapindaceae;28,37
P11;118;Licania sp2;Chrysobalanaceae;10,01
P11;119;Maquira guianensis;Moraceae;10,93
P11;120;Coussarea grandifolia;Rubiaceae;10,63
P11;121;Ficus schippii;Moraceae;56,43
P11;122;Coussarea grandifolia;Rubiaceae;12,6
P11;123;;;17,49
P11;124;Maquira guianensis;Moraceae;9,43
P11;125;Pouteria sp3;Sapotaceae;11,17
P11;126;Guarea macrophylla;Meliaceae;18,05
P11;127;Coussarea grandifolia;Rubiaceae;14,43
P11;128;Lindackeria laurina;Achariaceae;16,53
P11;129;Matayba sp1;Sapindaceae;18,53
P11;130;Tetragastris panamensis;Burseraceae;34,28
P11;131;Myrcia splendens;Myrtaceae;29,35
P11;132;Tetragastris panamensis;Burseraceae;10,06
P11;133;Inga pezizifera;Fabaceae;11,14
P11;134;Maquira guianensis;Moraceae;28,79
P11;135;Guarea kunthiana;Meliaceae;17,25
P11;136;Maprounea guianensis;Euphorbiaceae;35,57
P11;137;Otoba novogranatensis;Myristicaceae;11,76
P11;138;Macrolobium gracile;Fabaceae;22,15
P11;139;Eschweilera coriacea;Lecythidaceae;35,08
P11;140;Guarea kunthiana;Meliaceae;12,76
P11;141;Chrysochlamys weberbaueri;Clusiaceae;10,57
P11;142;Otoba novogranatensis;Myristicaceae;11,67
P11;143;Maquira guianensis;Moraceae;28,5
P11;144;Maquira guianensis;Moraceae;13,01
P11;145;Schizocalyx bracteosa;Rubiaceae;13,49
P11;146;Jacaranda copaia;Bignoniaceae;34,25
P11;147;Guarea kunthiana;Meliaceae;16,06
P11;148;Coussarea grandifolia;Rubiaceae;14,26
P11;149;Coussarea grandifolia;Rubiaceae;10,04
P11;150;Tetragastris panamensis;Burseraceae;30,92
P11;151;Calophyllum brasiliense;Calophyllaceae;40,84
P11;152;Tetragastris panamensis;Burseraceae;53,9
P11;153;Theobroma bicolor;Malvaceae;12,5
P12;1;Pera arborea;Euphorbiaceae;25,5
P12;2;Pseudolmedia laevigata;Moraceae;12,28
P12;3;Manilkara chicle;Sapotaceae;18,21
P12;4;Pera arborea;Euphorbiaceae;28,67
P12;5;Pseudolmedia laevigata;Moraceae;14,74
P12;6;Palicourea guianensis;Rubiaceae;14,98
P12;7;Amaioua corymbosa;Rubiaceae;13,86
P12;8;Schefflera morototoni;Araliaceae;36,48
P12;9;Schefflera morototoni;Araliaceae;30,34
P12;10;Pourouma bicolor;Urticaceae;39,41
P12;11;Guatteria sp6;Annonaceae;24,55
P12;12;Pourouma bicolor;Urticaceae;12,68
P12;13;Cordia bicolor;Boraginaceae;19
P12;14;Pourouma bicolor;Urticaceae;29,61
P12;15;Guatteria sp6;Annonaceae;12,73
P12;16;Guatteria sp6;Annonaceae;18,32
P12;17;Guatteria sp6;Annonaceae;18,83
P12;18;Myrsine pellucidopunctata;Primulaceae;26,69
P12;19;Lacistema aggregatum;Lacistemataceae;12,48
P12;20;Vochysia ferruginea;Vochysiaceae;31,62
P12;21;Lindackeria laurina;Achariaceae;14,2
P12;22;Vochysia ferruginea;Vochysiaceae;20,24
P12;23;Guatteria sp6;Annonaceae;12,61
P12;24;Guatteria sp6;Annonaceae;16,36
P12;25;Lacistema aggregatum;Lacistemataceae;11,56
P12;26;Pourouma bicolor;Urticaceae;23,21
P12;27;Miconia trinervia;Melastomataceae;13,82
P12;28;Miconia elata;Melastomataceae;17,36
P12;29;Oenocarpus minor;Arecaceae;10,83
P12;30;Pourouma bicolor;Urticaceae;21,65
P12;31;Guatteria sp6;Annonaceae;14,76
P12;32;Cordia bicolor;Boraginaceae;28,74
P12;33;Manilkara chicle;Sapotaceae;10,69
P12;34;Lindackeria laurina;Achariaceae;18,14
P12;35;Cordia bicolor;Boraginaceae;18,95
P12;36;Lacistema aggregatum;Lacistemataceae;23,18
P12;37;Pourouma bicolor;Urticaceae;23,66
P12;38;Pourouma bicolor;Urticaceae;23,3
P12;39;Pourouma bicolor;Urticaceae;23,83
P12;40;Cordia bicolor;Boraginaceae;42,02
P12;41;Matayba arborescens;Sapindaceae;25,43
P12;42;Xylopia sp2;Annonaceae;14,34
P12;43;Vochysia sp2;Vochysiaceae;12,05
P12;44;;;29,35
P12;45;Matayba arborescens;Sapindaceae;14,1
P12;46;Miconia sp3;Melastomataceae;16,71
P12;47;Oenocarpus minor;Arecaceae;10,19
P12;48;Oenocarpus minor;Arecaceae;10,54
P12;49;Lacistema aggregatum;Lacistemataceae;11,7
P12;50;Manilkara chicle;Sapotaceae;15,15
P12;51;Enterolobium contortisiliquum;Fabaceae;77,71
P12;52;Casearia grandiflora;Salicaceae;12,37
P12;53;Virola sebifera;Myristicaceae;26,71
P12;54;Pera arborea;Euphorbiaceae;29,83
P12;55;Myrsine pellucidopunctata;Primulaceae;30,41
P12;56;Erythroxylum citrifolium;Erythroxylaceae;18,05
P12;57;Abarema jupunba;Fabaceae;20,15
P12;58;Meliosma sp1;Sabiaceae;10,2
P12;59;Matayba arborescens;Sapindaceae;11,56
P12;60;Pera arborea;Euphorbiaceae;24,26
P12;61;Cordia bicolor;Boraginaceae;16,19
P12;62;Pourouma bicolor;Urticaceae;30,41
P12;63;Guatteria sp6;Annonaceae;18,75
P12;64;Pseudolmedia laevigata;Moraceae;11,91
P12;65;Ocotea guianensis;Lauraceae;33,74
P12;66;Matayba arborescens;Sapindaceae;10,57
P12;67;Matayba arborescens;Sapindaceae;11,11
P12;68;Virola sebifera;Myristicaceae;13,31
P12;69;Abarema jupunba;Fabaceae;11,85
P12;70;Matayba arborescens;Sapindaceae;12,76
P12;71;Jacaranda copaia;Bignoniaceae;28,88
P12;72;Matayba arborescens;Sapindaceae;12,19
P12;73;Tetragastris panamensis;Burseraceae;12,59
P12;74;Cordia bicolor;Boraginaceae;23,05
P12;75;Jacaranda copaia;Bignoniaceae;19,51
P12;76;Matayba arborescens;Sapindaceae;12,11
P12;77;Amaioua corymbosa;Rubiaceae;10,79
P12;78;Vochysia ferruginea;Vochysiaceae;13,29
P12;79;Matayba arborescens;Sapindaceae;12
P12;80;Guatteria sp6;Annonaceae;15,92
P12;81;Virola sebifera;Myristicaceae;16,71
P12;82;Cordia bicolor;Boraginaceae;18,92
P12;83;Vochysia ferruginea;Vochysiaceae;18,71
P12;84;Vismia sp5;Hypericaceae;21,23
P12;85;Prunus sp1;Rosaceae;14,48
P12;86;Erythroxylum citrifolium;Erythroxylaceae;15,48
P12;87;Pseudolmedia laevigata;Moraceae;10,58
P12;88;Pseudolmedia laevigata;Moraceae;16,22
P12;89;Alchornea megalophylla;Euphorbiaceae;12,18
P12;90;Oenocarpus bataua;Arecaceae;19,49
P12;91;Pseudolmedia laevigata;Moraceae;11,98
P12;92;Pourouma bicolor;Urticaceae;9,74
P12;93;Abarema barbouriana;Fabaceae;11,24
P12;94;Vochysia ferruginea;Vochysiaceae;17,45
P12;95;Xylopia frutescens;Annonaceae;11,7
P12;96;Virola sebifera;Myristicaceae;28,41
P12;97;Jacaranda copaia;Bignoniaceae;20,11
P12;98;Jacaranda copaia;Bignoniaceae;15,37
P12;99;Pourouma bicolor;Urticaceae;10,1
P12;100;Pera arborea;Euphorbiaceae;11,13
P12;101;Erythroxylum citrifolium;Erythroxylaceae;10,6
P12;102;Miconia elata;Melastomataceae;17,06
P12;103;Pera arborea;Euphorbiaceae;17,18
P12;104;Inga thibaudiana;Fabaceae;15,7
P12;105;Myrsine pellucidopunctata;Primulaceae;29,79
P12;106;Pourouma bicolor;Urticaceae;13,48
P12;107;Jacaranda copaia;Bignoniaceae;17,99
P12;108;Guatteria sp6;Annonaceae;19,13
P12;109;Trattinnickia lawrancei;Burseraceae;10,82
P12;110;Alchornea megalophylla;Euphorbiaceae;11,15
P12;111;Cordia bicolor;Boraginaceae;28,86
P12;112;Pera arborea;Euphorbiaceae;13,82
P12;113;Abarema barbouriana;Fabaceae;19,05
P12;114;Alchornea megalophylla;Euphorbiaceae;10,6
P12;115;Ocotea guianensis;Lauraceae;26,36
P12;116;Oenocarpus minor;Arecaceae;9,89
P12;117;Oenocarpus minor;Arecaceae;9,44
P12;118;Oenocarpus minor;Arecaceae;10
P12;119;Helicostylis tomentosa;Moraceae;14,83
P12;120;Guatteria sp6;Annonaceae;21,36
P12;121;Jacaranda copaia;Bignoniaceae;33,97
P12;122;Miconia elata;Melastomataceae;14,03
P12;123;Pourouma bicolor;Urticaceae;35,87
P12;124;Pera arborea;Euphorbiaceae;18,05
P12;125;Cordia bicolor;Boraginaceae;26,26
P12;126;Pera arborea;Euphorbiaceae;12,5
P12;127;Pera arborea;Euphorbiaceae;21,33
P12;128;Pourouma bicolor;Urticaceae;14,62
P12;129;Jacaranda copaia;Bignoniaceae;37,76
P12;130;Miconia trinervia;Melastomataceae;22,53
P12;131;Oenocarpus minor;Arecaceae;9,54
P12;132;Virola sebifera;Myristicaceae;18,35
P12;133;Cordia bicolor;Boraginaceae;24,93
P12;134;Jacaranda copaia;Bignoniaceae;28,32
P12;135;Matayba arborescens;Sapindaceae;11,59
P12;136;Schefflera morototoni;Araliaceae;35,44
P12;137;Pera arborea;Euphorbiaceae;21,1
P12;138;Jacaranda copaia;Bignoniaceae;17,63
P12;139;Abarema jupunba;Fabaceae;11,62
P12;140;Jacaranda copaia;Bignoniaceae;37,09
P12;141;Oenocarpus minor;Arecaceae;10,23
P12;142;Oenocarpus minor;Arecaceae;10,12
P12;143;Meliosma sp1;Sabiaceae;10,92
P12;144;Miconia elata;Melastomataceae;17,67
P12;145;Marila sp1;Calophyllaceae;10,85
P12;146;Helicostylis tomentosa;Moraceae;11,22
P13;1;Erythroxylum citrifolium;Erythroxylaceae;14,98
P13;2;Tetragastris panamensis;Burseraceae;13,21
P13;3;Vismia baccifera;Hypericaceae;21,56
P13;4;Virola flexuosa;Myristicaceae;35,17
P13;5;Rhodostemonodaphne kunthiana;Lauraceae;11,26
P13;6;Myrcia splendens;Myrtaceae;10,12
P13;7;Myrcia splendens;Myrtaceae;13,49
P13;8;Myrcia splendens;Myrtaceae;24,42
P13;9;Wettinia hirsuta;Arecaceae;14,16
P13;10;Marila podantha;Calophyllaceae;13,82
P13;11;Crepidospermum rhoifolium;Burseraceae;11,29
P13;12;Eschweilera coriacea;Lecythidaceae;30,21
P13;13;Coussarea grandifolia;Rubiaceae;15,97
P13;14;Crepidospermum rhoifolium;Burseraceae;13,96
P13;15;Crepidospermum rhoifolium;Burseraceae;35,91
P13;16;Virola flexuosa;Myristicaceae;20,21
P13;17;Simira sp1;Rubiaceae;10,65
P13;18;Crepidospermum rhoifolium;Burseraceae;14,67
P13;19;Licania sp2;Chrysobalanaceae;11,3
P13;20;Maquira guianensis;Moraceae;18,34
P13;21;Hieronyma sp3;Phyllanthaceae;9,79
P13;22;Pseudolmedia laevigata;Moraceae;15,98
P13;23;Maquira guianensis;Moraceae;23,14
P13;24;Warszewiczia uxpanapensis;Rubiaceae;13,75
P13;25;Byrsonima arthropoda;Malpighiaceae;10,98
P13;26;Myrcia splendens;Myrtaceae;11,43
P13;27;Virola flexuosa;Myristicaceae;12,91
P13;28;Tetragastris panamensis;Burseraceae;19,18
P13;29;Virola flexuosa;Myristicaceae;42,11
P13;30;Diospyros vestita;Ebenaceae;11,62
P13;31;Crepidospermum rhoifolium;Burseraceae;11,52
P13;32;Tetragastris panamensis;Burseraceae;34,6
P13;33;Maquira guianensis;Moraceae;20,09
P13;34;Wettinia hirsuta;Arecaceae;10,44
P13;35;Tetragastris panamensis;Burseraceae;14,8
P13;36;Crepidospermum rhoifolium;Burseraceae;13,85
P13;37;Crepidospermum rhoifolium;Burseraceae;10,66
P13;38;Myrcia splendens;Myrtaceae;27,49
P13;39;Crepidospermum rhoifolium;Burseraceae;12,79
P13;40;Virola flexuosa;Myristicaceae;17,56
P13;41;Maquira guianensis;Moraceae;13,75
P13;42;Maquira guianensis;Moraceae;12,64
P13;43;;;10,85
P13;44;Maquira guianensis;Moraceae;13,96
P13;45;Virola flexuosa;Myristicaceae;22,53
P13;46;Aniba perutilis;Lauraceae;10,8
P13;47;Virola flexuosa;Myristicaceae;21,47
P13;48;Coussarea grandifolia;Rubiaceae;11,62
P13;49;Maquira guianensis;Moraceae;10,61
P13;50;Virola flexuosa;Myristicaceae;23,82
P13;51;Maquira guianensis;Moraceae;12,01
P13;52;Diospyros vestita;Ebenaceae;30,05
P13;53;Diospyros vestita;Ebenaceae;21,52
P13;54;Coussarea grandifolia;Rubiaceae;14,32
P13;55;Coussarea grandifolia;Rubiaceae;15,37
P13;56;Wettinia hirsuta;Arecaceae;11,26
P13;57;Eschweilera coriacea;Lecythidaceae;45,23
P13;58;Abarema jupunba;Fabaceae;14,44
P13;59;Wettinia hirsuta;Arecaceae;11,27
P13;60;Protium sagotianum;Burseraceae;29,74
P13;61;Trichilia poeppigii;Meliaceae;45,71
P13;62;Inga multijuga;Fabaceae;16,43
P13;63;Eschweilera coriacea;Lecythidaceae;24,77
P13;64;Sloanea guianensis;Elaeocarpaceae;15,05
P13;65;Eschweilera coriacea;Lecythidaceae;37,02
P13;66;Eschweilera coriacea;Lecythidaceae;10,25
P13;67;Ocotea sp13;Lauraceae;20,49
P13;68;Wettinia hirsuta;Arecaceae;12,89
P13;69;Coussarea grandifolia;Rubiaceae;18,1
P13;70;Maquira guianensis;Moraceae;17,13
P13;71;Miconia elata;Melastomataceae;16,48
P13;72;Ficus sp1;Moraceae;10,09
P13;73;Virola sebifera;Myristicaceae;13,35
P13;74;Eschweilera coriacea;Lecythidaceae;25,75
P13;75;Coussapoa sp;Urticaceae;56,21
P13;76;Maquira guianensis;Moraceae;15,35
P13;77;Wettinia hirsuta;Arecaceae;12,54
P13;78;Maquira guianensis;Moraceae;12,01
P13;79;Virola flexuosa;Myristicaceae;14,42
P13;80;Pouteria torta;Sapotaceae;32,85
P13;81;Virola flexuosa;Myristicaceae;17
P13;82;Cordia bicolor;Boraginaceae;15,4
P13;83;Warszewiczia uxpanapensis;Rubiaceae;16,65
P13;84;Miconia elata;Melastomataceae;16,75
P13;85;Pera arborea;Euphorbiaceae;26,61
P13;86;Pseudolmedia laevigata;Moraceae;20,05
P13;87;Abarema barbouriana;Fabaceae;18,4
P13;88;Hieronyma sp3;Phyllanthaceae;44,2
P13;89;Hieronyma sp3;Phyllanthaceae;17,83
P13;90;Aniba perutilis;Lauraceae;23,78
P13;91;Ocotea macrophylla;Lauraceae;10,12
P13;92;Diospyros vestita;Ebenaceae;13,75
P13;93;Casearia arborea;Salicaceae;16,95
P13;94;Eschweilera coriacea;Lecythidaceae;23,97
P13;95;Ouratea sp1;Ochnaceae;34,69
P13;96;Coussarea grandifolia;Rubiaceae;10,57
